経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, A_used, HR_used, V2P_relTTP_used, P2V_relTTP_used, SBP, DBP, IBI_input_ms, IBI_smoothed_ms, used_smoothed_ibi, SBP_raw, DBP_raw, clamp_applied, feature_clamp_applied, output_valid, feature_clamp_reason, reject_reason
19.420, 8.6230, 94.4127, -0.4407, -0.4881, 8.6230, 94.4127, -0.4407, -0.4881, 119.82, 93.31, 604.0000, 635.5077, 1, 119.82, 93.31, 0, 0, 1, ok, ok
19.986, 8.4803, 96.8126, -0.4917, -0.4917, 8.4803, 96.8126, -0.4917, -0.4917, 117.37, 90.49, 565.0000, 619.7538, 1, 117.37, 90.49, 0, 0, 1, ok, ok
20.623, 9.0589, 101.2869, -0.5841, -0.4673, 9.0589, 101.2869, -0.5841, -0.4673, 114.35, 87.73, 638.0000, 592.3769, 1, 114.35, 87.73, 0, 0, 1, ok, ok
21.218, 8.9518, 97.5311, -0.5690, -0.4655, 8.9518, 97.5311, -0.5690, -0.4655, 115.57, 87.55, 594.0000, 615.1885, 1, 115.57, 87.55, 0, 0, 1, ok, ok
21.924, 8.7624, 99.2401, -0.6111, -0.3889, 8.7624, 99.2401, -0.6111, -0.3889, 110.88, 82.74, 707.0000, 604.5942, 1, 110.88, 82.74, 0, 0, 1, ok, ok
22.499, 8.5765, 91.4917, -0.4201, -0.4668, 8.5765, 91.4917, -0.4201, -0.4668, 120.48, 93.24, 575.0000, 655.7971, 1, 120.48, 93.24, 0, 0, 1, ok, ok
23.094, 8.8251, 97.4978, -0.5739, -0.4591, 8.8251, 97.4978, -0.5739, -0.4591, 114.87, 86.62, 595.0000, 615.3986, 1, 114.87, 86.62, 0, 0, 1, ok, ok
23.726, 9.1855, 99.1409, -0.6101, -0.4437, 9.1855, 99.1409, -0.6101, -0.4437, 113.92, 85.88, 632.0000, 605.1993, 1, 113.92, 85.88, 0, 0, 1, ok, ok
24.393, 8.9099, 96.9933, -0.5222, -0.4177, 8.9099, 96.9933, -0.5222, -0.4177, 115.37, 88.51, 667.0000, 618.5996, 1, 115.37, 88.51, 0, 0, 1, ok, ok
24.958, 5.3574, 93.3417, -0.4438, -0.4948, 5.3574, 93.3417, -0.4438, -0.4948, 110.73, 80.73, 565.0000, 642.7998, 1, 110.73, 80.73, 0, 0, 1, ok, ok
25.525, 5.7423, 99.3542, -0.5841, -0.4673, 5.7423, 99.3542, -0.5841, -0.4673, 105.26, 74.82, 566.0000, 603.8999, 1, 105.26, 74.82, 0, 0, 1, ok, ok
26.231, 5.7423, 102.5729, -0.5830, -0.4081, 5.7423, 102.5729, -0.5830, -0.4081, 102.40, 73.72, 706.0000, 584.9500, 1, 102.40, 73.72, 0, 0, 1, ok, ok
26.796, 5.5130, 92.9548, -0.4674, -0.4207, 5.5130, 92.9548, -0.4674, -0.4207, 108.30, 77.99, 561.0000, 645.4750, 1, 108.30, 77.99, 0, 0, 1, ok, ok
27.436, 5.3459, 99.4633, -0.6471, -0.4118, 5.3459, 99.4633, -0.6471, -0.4118, 100.56, 68.45, 645.0000, 603.2375, 1, 100.56, 68.45, 0, 0, 1, ok, ok
28.094, 9.3349, 96.1356, -0.5628, -0.4093, 9.3349, 96.1356, -0.5628, -0.4093, 115.50, 87.61, 658.0000, 624.1187, 1, 115.50, 87.61, 0, 0, 1, ok, ok
28.744, 9.0695, 93.5951, -0.5015, -0.4514, 9.0695, 93.5951, -0.5015, -0.4514, 118.54, 90.65, 650.0000, 641.0594, 1, 118.54, 90.65, 0, 0, 1, ok, ok
29.369, 8.9413, 92.9469, -0.5077, -0.4569, 8.9413, 92.9469, -0.5077, -0.4569, 118.37, 89.89, 625.0000, 645.5297, 1, 118.37, 89.89, 0, 0, 1, ok, ok
29.988, 8.2343, 94.4488, -0.5280, -0.4752, 8.2343, 94.4488, -0.5280, -0.4752, 115.86, 86.83, 616.0000, 635.2648, 1, 115.86, 86.83, 0, 0, 1, ok, ok
30.609, 9.2463, 95.9030, -0.5893, -0.4286, 9.2463, 95.9030, -0.5893, -0.4286, 115.20, 86.35, 624.0000, 625.6324, 1, 115.20, 86.35, 0, 0, 1, ok, ok
31.278, 9.0788, 96.0282, -0.5817, -0.4231, 9.0788, 96.0282, -0.5817, -0.4231, 114.70, 85.98, 669.0000, 624.8162, 1, 114.70, 85.98, 0, 0, 1, ok, ok
31.847, 5.5099, 92.7489, -0.4439, -0.5426, 5.5099, 92.7489, -0.4439, -0.5426, 112.89, 82.52, 568.0000, 646.9081, 1, 112.89, 82.52, 0, 0, 1, ok, ok
32.445, 7.9455, 98.7729, -0.6391, -0.4648, 7.9455, 98.7729, -0.6391, -0.4648, 110.29, 80.13, 599.0000, 607.4541, 1, 110.29, 80.13, 0, 0, 1, ok, ok
33.121, 9.1095, 99.4650, -0.5509, -0.3856, 9.1095, 99.4650, -0.5509, -0.3856, 113.38, 87.21, 676.0000, 603.2270, 1, 113.38, 87.21, 0, 0, 1, ok, ok
33.652, 7.2006, 93.8066, -0.3905, -0.4882, 7.2006, 93.8066, -0.3905, -0.4882, 117.23, 90.48, 531.0000, 639.6135, 1, 117.23, 90.48, 0, 0, 1, ok, ok
34.285, 7.2006, 102.5103, -0.4972, -0.4972, 7.2006, 102.5103, -0.4972, -0.4972, 111.88, 86.28, 633.0000, 585.3068, 1, 111.88, 86.28, 0, 0, 1, ok, ok
34.882, 8.6017, 98.4974, -0.5213, -0.4692, 8.6017, 98.4974, -0.5213, -0.4692, 115.67, 88.99, 596.0000, 609.1534, 1, 115.67, 88.99, 0, 0, 1, ok, ok
35.513, 7.0929, 99.5724, -0.5537, -0.4430, 7.0929, 99.5724, -0.5537, -0.4430, 109.20, 80.96, 632.0000, 602.5767, 1, 109.20, 80.96, 0, 0, 1, ok, ok
36.060, 7.0272, 97.1993, -0.5206, -0.4699, 7.0272, 97.1993, -0.5206, -0.4699, 111.51, 82.87, 546.0000, 617.2883, 1, 111.51, 82.87, 0, 0, 1, ok, ok
36.664, 6.9819, 97.1993, -0.4212, -0.3626, 7.0272, 97.1993, -0.5206, -0.4699, 111.51, 82.87, 605.0000, 617.2883, 1, 111.51, 82.87, 0, 0, 0, ok, rel_ttp_sum_out_of_range
37.289, 8.6507, 101.1255, -0.6000, -0.3273, 8.6507, 101.1255, -0.6000, -0.3273, 108.31, 81.49, 624.0000, 593.3221, 1, 108.31, 81.49, 0, 0, 1, ok, ok
37.930, 9.0158, 98.5770, -0.5817, -0.4231, 9.0158, 98.5770, -0.5817, -0.4231, 113.72, 86.11, 642.0000, 608.6610, 1, 113.72, 86.11, 0, 0, 1, ok, ok
38.523, 7.9256, 95.9493, -0.6168, -0.4112, 7.9256, 95.9493, -0.6168, -0.4112, 110.01, 79.38, 593.0000, 625.3305, 1, 110.01, 79.38, 0, 0, 1, ok, ok
39.164, 9.1229, 98.4954, -0.6121, -0.3339, 9.1229, 98.4954, -0.6121, -0.3339, 110.38, 82.45, 641.0000, 609.1653, 1, 110.38, 82.45, 0, 0, 1, ok, ok
39.795, 8.2398, 95.9873, -0.6162, -0.4119, 8.2398, 95.9873, -0.6162, -0.4119, 110.95, 80.63, 631.0000, 625.0826, 1, 110.95, 80.63, 0, 0, 1, ok, ok
40.463, 9.1868, 95.5351, -0.5753, -0.3645, 9.1868, 95.5351, -0.5753, -0.3645, 113.48, 85.07, 668.0000, 628.0413, 1, 113.48, 85.07, 0, 0, 1, ok, ok
41.036, 8.4129, 92.5896, -0.4940, -0.4446, 8.4129, 92.5896, -0.4940, -0.4446, 116.92, 88.22, 573.0000, 648.0207, 1, 116.92, 88.22, 0, 0, 1, ok, ok
41.635, 8.5810, 98.2784, -0.5759, -0.4031, 8.5810, 98.2784, -0.5759, -0.4031, 112.07, 84.17, 599.0000, 610.5103, 1, 112.07, 84.17, 0, 0, 1, ok, ok
42.226, 7.5713, 99.2137, -0.6611, -0.4407, 7.5713, 99.2137, -0.6611, -0.4407, 107.68, 76.94, 591.0000, 604.7552, 1, 107.68, 76.94, 0, 0, 1, ok, ok
42.837, 9.0537, 100.3550, -0.6142, -0.4467, 9.0537, 100.3550, -0.6142, -0.4467, 113.14, 85.41, 611.0000, 597.8776, 1, 113.14, 85.41, 0, 0, 1, ok, ok
43.435, 8.7335, 99.2656, -0.5401, -0.3781, 8.7335, 99.2656, -0.5401, -0.3781, 112.39, 86.12, 597.0000, 604.4388, 1, 112.39, 86.12, 0, 0, 1, ok, ok
44.042, 8.9471, 99.8802, -0.5528, -0.4422, 8.9471, 99.8802, -0.5528, -0.4422, 114.53, 88.10, 607.0000, 600.7194, 1, 114.53, 88.10, 0, 0, 1, ok, ok
44.709, 9.2017, 99.3608, -0.5437, -0.4349, 9.2017, 99.3608, -0.5437, -0.4349, 115.45, 89.28, 668.0000, 603.8597, 1, 115.45, 89.28, 0, 0, 1, ok, ok
45.242, 7.8451, 94.3500, -0.3952, -0.4940, 7.8451, 94.3500, -0.3952, -0.4940, 119.01, 92.93, 533.0000, 635.9298, 1, 119.01, 92.93, 0, 0, 1, ok, ok
45.841, 8.6964, 102.6580, -0.6191, -0.4953, 8.6964, 102.6580, -0.6191, -0.4953, 112.80, 85.44, 598.0000, 584.4649, 1, 112.80, 85.44, 0, 0, 1, ok, ok
46.388, 8.2246, 101.4829, -0.5518, -0.4415, 8.2246, 101.4829, -0.5518, -0.4415, 111.92, 85.60, 548.0000, 591.2325, 1, 111.92, 85.60, 0, 0, 1, ok, ok
47.083, 8.9804, 105.3341, -0.7208, -0.3613, 8.9804, 105.3341, -0.7208, -0.3613, 105.73, 77.83, 694.0000, 569.6162, 1, 105.73, 77.83, 0, 0, 1, ok, ok
47.614, 7.5177, 94.9655, -0.4280, -0.4280, 7.5177, 94.9655, -0.4280, -0.4280, 114.85, 88.22, 531.0000, 631.8081, 1, 114.85, 88.22, 0, 0, 1, ok, ok
48.211, 8.9950, 103.1985, -0.6215, -0.4350, 8.9950, 103.1985, -0.6215, -0.4350, 111.52, 84.89, 598.0000, 581.4041, 1, 111.52, 84.89, 0, 0, 1, ok, ok
48.815, 9.1271, 101.7463, -0.6054, -0.4415, 9.1271, 101.7463, -0.6054, -0.4415, 113.00, 86.22, 604.0000, 589.7020, 1, 113.00, 86.22, 0, 0, 1, ok, ok
49.454, 9.0048, 100.5276, -0.6010, -0.3825, 9.0048, 100.5276, -0.6010, -0.3825, 111.26, 84.21, 639.0000, 596.8510, 1, 111.26, 84.21, 0, 0, 1, ok, ok
50.020, 6.6954, 97.0991, -0.5681, -0.4116, 6.6954, 97.0991, -0.5681, -0.4116, 107.41, 77.47, 565.0000, 617.9255, 1, 107.41, 77.47, 0, 0, 1, ok, ok
50.659, 6.6954, 101.4434, -0.6425, -0.3504, 6.6954, 101.4434, -0.6425, -0.3504, 102.06, 72.45, 639.0000, 591.4628, 1, 102.06, 72.45, 0, 0, 1, ok, ok
51.285, 9.1860, 97.5243, -0.5681, -0.4131, 9.1860, 97.5243, -0.5681, -0.4131, 114.61, 87.06, 626.0000, 615.2314, 1, 114.61, 87.06, 0, 0, 1, ok, ok
51.852, 8.3878, 96.6782, -0.5783, -0.4217, 8.3878, 96.6782, -0.5783, -0.4217, 112.53, 83.59, 568.0000, 620.6157, 1, 112.53, 83.59, 0, 0, 1, ok, ok
52.493, 8.1910, 100.9578, -0.6972, -0.3486, 8.1910, 100.9578, -0.6972, -0.3486, 105.02, 75.11, 640.0000, 594.3078, 1, 105.02, 75.11, 0, 0, 1, ok, ok
53.063, 8.5634, 97.2205, -0.5156, -0.3609, 8.5634, 97.2205, -0.5156, -0.3609, 112.66, 86.02, 570.0000, 617.1539, 1, 112.66, 86.02, 0, 0, 1, ok, ok
53.693, 9.1666, 101.0821, -0.6368, -0.4053, 9.1666, 101.0821, -0.6368, -0.4053, 111.30, 83.61, 631.0000, 593.5770, 1, 111.30, 83.61, 0, 0, 1, ok, ok
54.305, 8.6747, 97.9930, -0.5737, -0.4168, 8.6747, 97.9930, -0.5737, -0.4168, 112.93, 84.98, 612.0000, 612.2885, 1, 112.93, 84.98, 0, 0, 1, ok, ok
54.904, 2.1016, 97.9930, -0.9500, -0.3775, 8.6747, 97.9930, -0.5737, -0.4168, 112.93, 84.98, 600.0000, 612.2885, 1, 112.93, 84.98, 0, 0, 0, ok, rel_ttp_sum_out_of_range
55.503, 9.0718, 98.9981, -0.5500, -0.3300, 9.0718, 98.9981, -0.5500, -0.3300, 111.66, 85.54, 597.0000, 606.0721, 1, 111.66, 85.54, 0, 0, 1, ok, ok
56.095, 8.7089, 99.7446, -0.6080, -0.4422, 8.7089, 99.7446, -0.6080, -0.4422, 112.35, 84.22, 593.0000, 601.5361, 1, 112.35, 84.22, 0, 0, 1, ok, ok
56.706, 8.8819, 100.4574, -0.6121, -0.3895, 8.8819, 100.4574, -0.6121, -0.3895, 110.84, 83.33, 611.0000, 597.2680, 1, 110.84, 83.33, 0, 0, 1, ok, ok
57.303, 8.2335, 99.3157, -0.5941, -0.3781, 8.2335, 99.3157, -0.5941, -0.3781, 109.43, 81.34, 597.0000, 604.1340, 1, 109.43, 81.34, 0, 0, 1, ok, ok
58.011, 9.1750, 99.9056, -0.6633, -0.3869, 9.1750, 99.9056, -0.6633, -0.3869, 110.38, 81.56, 706.0000, 600.5670, 1, 110.38, 81.56, 0, 0, 1, ok, ok
58.608, 8.3457, 91.8437, -0.4674, -0.4207, 8.3457, 91.8437, -0.4674, -0.4207, 116.92, 88.63, 599.0000, 653.2835, 1, 116.92, 88.63, 0, 0, 1, ok, ok
59.206, 8.9814, 95.8249, -0.6060, -0.4958, 8.9814, 95.8249, -0.6060, -0.4958, 116.13, 86.27, 598.0000, 626.1418, 1, 116.13, 86.27, 0, 0, 1, ok, ok
59.845, 9.0919, 98.0279, -0.6070, -0.3863, 9.0919, 98.0279, -0.6070, -0.3863, 112.25, 83.97, 639.0000, 612.0709, 1, 112.25, 83.97, 0, 0, 1, ok, ok
60.492, 9.0067, 95.9178, -0.6197, -0.4131, 9.0067, 95.9178, -0.6197, -0.4131, 113.16, 83.39, 647.0000, 625.5354, 1, 113.16, 83.39, 0, 0, 1, ok, ok
61.120, 8.0782, 94.2999, -0.5611, -0.3570, 8.0782, 94.2999, -0.5611, -0.3570, 110.77, 81.23, 628.0000, 636.2677, 1, 110.77, 81.23, 0, 0, 1, ok, ok
61.718, 7.8853, 94.9166, -0.6306, -0.4204, 7.8853, 94.9166, -0.6306, -0.4204, 110.13, 78.60, 598.0000, 632.1339, 1, 110.13, 78.60, 0, 0, 1, ok, ok
62.351, 8.8336, 97.5504, -0.6622, -0.3311, 8.8336, 97.5504, -0.6622, -0.3311, 108.36, 78.47, 632.0000, 615.0669, 1, 108.36, 78.47, 0, 0, 1, ok, ok
62.976, 8.9174, 96.2258, -0.5744, -0.3655, 8.9174, 96.2258, -0.5744, -0.3655, 112.53, 84.22, 625.0000, 623.5335, 1, 112.53, 84.22, 0, 0, 1, ok, ok
63.682, 9.1028, 96.1128, -0.5808, -0.4224, 9.1028, 96.1128, -0.5808, -0.4224, 114.75, 86.12, 706.0000, 624.2667, 1, 114.75, 86.12, 0, 0, 1, ok, ok
64.212, 7.9901, 90.2075, -0.4207, -0.4674, 7.9901, 90.2075, -0.4207, -0.4674, 119.17, 90.80, 530.0000, 665.1334, 1, 119.17, 90.80, 0, 0, 1, ok, ok
64.855, 9.0767, 100.4072, -0.6849, -0.4340, 9.0767, 100.4072, -0.6849, -0.4340, 110.84, 81.39, 644.0000, 597.5667, 1, 110.84, 81.39, 0, 0, 1, ok, ok
65.453, 7.8241, 96.6521, -0.6149, -0.4099, 7.8241, 96.6521, -0.6149, -0.4099, 109.51, 79.16, 598.0000, 620.7833, 1, 109.51, 79.16, 0, 0, 1, ok, ok
66.092, 9.0380, 98.4588, -0.6070, -0.3311, 9.0380, 98.4588, -0.6070, -0.3311, 110.20, 82.32, 638.0000, 609.3917, 1, 110.20, 82.32, 0, 0, 1, ok, ok
66.650, 9.0380, 96.2007, -0.5690, -0.4138, 9.0380, 96.2007, -0.5690, -0.4138, 114.58, 86.28, 559.0000, 623.6958, 1, 114.58, 86.28, 0, 0, 1, ok, ok
67.259, 8.4435, 101.4631, -0.7084, -0.3542, 8.4435, 101.4631, -0.7084, -0.3542, 105.47, 75.70, 609.0000, 591.3479, 1, 105.47, 75.70, 0, 0, 1, ok, ok
67.928, 9.0709, 99.9710, -0.5961, -0.3251, 9.0709, 99.9710, -0.5961, -0.3251, 109.93, 83.08, 669.0000, 600.1740, 1, 109.93, 83.08, 0, 0, 1, ok, ok
68.557, 7.0240, 94.5497, -0.4933, -0.4439, 7.0240, 94.5497, -0.4933, -0.4439, 112.25, 83.23, 628.0000, 634.5870, 1, 112.25, 83.23, 0, 0, 1, ok, ok
69.095, 7.8062, 95.0430, -0.4204, -0.4729, 7.8062, 95.0430, -0.4204, -0.4729, 117.31, 90.96, 538.0000, 631.2935, 1, 117.31, 90.96, 0, 0, 1, ok, ok
69.697, 8.7018, 102.6261, -0.6747, -0.4907, 8.7018, 102.6261, -0.6747, -0.4907, 111.15, 82.37, 603.0000, 584.6467, 1, 111.15, 82.37, 0, 0, 1, ok, ok
70.303, 8.9806, 101.0401, -0.6020, -0.3831, 8.9806, 101.0401, -0.6020, -0.3831, 111.02, 84.15, 606.0000, 593.8234, 1, 111.02, 84.15, 0, 0, 1, ok, ok
70.968, 9.0416, 100.0147, -0.5990, -0.3812, 9.0416, 100.0147, -0.5990, -0.3812, 111.54, 84.35, 665.0000, 599.9117, 1, 111.54, 84.35, 0, 0, 1, ok, ok
71.499, 8.1928, 94.8683, -0.4466, -0.4466, 8.1928, 94.8683, -0.4466, -0.4466, 116.94, 90.29, 530.0000, 632.4558, 1, 116.94, 90.29, 0, 0, 1, ok, ok
72.103, 8.8576, 103.2297, -0.6208, -0.4358, 8.8576, 103.2297, -0.6208, -0.4358, 111.15, 84.43, 604.0000, 581.2279, 1, 111.15, 84.43, 0, 0, 1, ok, ok
72.801, 9.1466, 101.2463, -0.6010, -0.4371, 9.1466, 101.2463, -0.6010, -0.4371, 113.19, 86.34, 697.0000, 592.6140, 1, 113.19, 86.34, 0, 0, 1, ok, ok
73.939, 6.8748, 101.2463, -0.7102, -0.8522, 9.1466, 101.2463, -0.6010, -0.4371, 113.19, 86.34, 1140.0000, 592.6140, 1, 113.19, 86.34, 0, 0, 0, ok, rel_ttp_sum_out_of_range
74.504, 3.5880, 67.2342, -0.9500, -0.2605, 3.5880, 67.2342, -0.9288, -0.2723, 93.24, 40.00, 565.0000, 892.4035, 1, 93.24, 38.34, 1, 1, 1, V2P_relTTP:-0.9500->-0.9288|P2V_relTTP:-0.2605->-0.2723, ok
75.141, 5.8584, 82.3382, -0.5239, -0.4673, 5.8584, 82.3382, -0.5239, -0.4673, 112.54, 76.05, 636.0000, 728.7017, 1, 112.54, 76.05, 0, 0, 1, ok, ok
75.773, 8.8113, 87.9313, -0.5189, -0.4151, 8.8113, 87.9313, -0.5189, -0.4151, 117.91, 86.95, 632.0000, 682.3509, 1, 117.91, 86.95, 0, 0, 1, ok, ok
76.316, 8.0067, 91.2998, -0.4699, -0.4699, 8.0067, 91.2998, -0.4699, -0.4699, 117.60, 88.46, 544.0000, 657.1754, 1, 117.60, 88.46, 0, 0, 1, ok, ok
76.980, 9.1810, 99.9021, -0.6654, -0.4246, 9.1810, 99.9021, -0.6654, -0.4246, 111.54, 82.50, 664.0000, 600.5877, 1, 111.54, 82.50, 0, 0, 1, ok, ok
77.585, 8.3326, 94.8926, -0.4473, -0.4473, 8.3326, 94.8926, -0.4473, -0.4473, 117.34, 90.81, 604.0000, 632.2939, 1, 117.34, 90.81, 0, 0, 1, ok, ok
78.149, 8.0090, 97.0643, -0.4901, -0.4917, 8.0090, 97.0643, -0.4901, -0.4917, 115.96, 88.81, 565.0000, 618.1469, 1, 115.96, 88.81, 0, 0, 1, ok, ok
78.751, 8.7196, 101.4244, -0.5841, -0.4673, 8.7196, 101.4244, -0.5841, -0.4673, 113.32, 86.46, 602.0000, 591.5735, 1, 113.32, 86.46, 0, 0, 1, ok, ok
79.454, 8.9962, 100.5384, -0.5482, -0.4385, 8.9962, 100.5384, -0.5482, -0.4385, 114.47, 88.52, 703.0000, 596.7867, 1, 114.47, 88.52, 0, 0, 1, ok, ok
80.028, 7.4839, 92.3228, -0.3286, -0.5164, 7.4839, 92.3228, -0.3555, -0.5164, 120.39, 93.99, 573.0000, 649.8934, 1, 120.39, 93.99, 0, 1, 1, V2P_relTTP:-0.3286->-0.3555, ok
